Net Name,Tree ID,Depth,Node ID,Node Type,Pin Name,X,Y,Input Slew,Output Slew,Input Cap,Output Cap,Max Output Cap,Fanout,Resistance,Sink Count,Buffer Count,Parent Node ID,#Children,Buffer Order,Buffer Type,Buffer Reason,wire_length,total_wirelength
_09607_,1,4,35,Buffer,max_cap896/A,196.958,15.3605,2.037e-10,-1,1.77921e-15,9.86094e-15,1.21155e-13,6,1166.29,55,10,23,6,7,BUF_X2,max_cap,804,0
_09607_,1,4,36,Buffer,max_cap900/A,196.428,17.788,2.037e-10,-1,1.77921e-15,1.10063e-14,1.21155e-13,6,1166.29,55,10,23,6,7,BUF_X2,max_cap,0,0
_09607_,1,5,37,Sink,_29070_/B1,197.729,15.784,2.04196e-10,-1,1.647e-15,-1,-1,0,-1,55,10,35,0,2,-1,-1,0,0
_09607_,1,5,38,Sink,_29086_/B1,196.958,15.7845,2.04196e-10,-1,1.647e-15,-1,-1,0,-1,55,10,35,0,2,-1,-1,0,0
_09607_,1,5,39,Sink,_29091_/B1,201.369,16.7875,2.04196e-10,-1,1.647e-15,-1,-1,0,-1,55,10,35,0,2,-1,-1,0,0
_09607_,1,5,40,Sink,_29096_/B2,202.029,16.7965,2.04196e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,35,0,2,-1,-1,0,0
_09607_,1,5,41,Sink,_29099_/A,202.478,17.353,2.04196e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,35,0,2,-1,-1,0,0
_09607_,1,5,42,Sink,_29101_/A1,201.426,16.746,2.04196e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,35,0,2,-1,-1,0,0
_09607_,1,5,43,Sink,_29108_/A2,200.029,19.249,1.85697e-10,-1,9.41939e-16,-1,-1,0,-1,55,10,36,0,6,-1,-1,0,0
_09607_,1,5,44,Sink,_29110_/A2,199.731,19.6125,1.85697e-10,-1,1.62122e-15,-1,-1,0,-1,55,10,36,0,6,-1,-1,0,0
_09607_,1,5,45,Sink,_29114_/B1,201.165,24.315,1.85697e-10,-1,1.647e-15,-1,-1,0,-1,55,10,36,0,6,-1,-1,0,0
_09607_,1,5,46,Sink,_29120_/B2,200.964,25.429,1.85697e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,36,0,6,-1,-1,0,0
_09607_,1,5,47,Sink,_29123_/A,200.41,31.575,1.85697e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,36,0,6,-1,-1,0,0
_09607_,1,5,48,Buffer,max_cap899/A,200.41,31.575,1.85697e-10,-1,1.77921e-15,1.00113e-14,1.21155e-13,6,1166.29,55,10,36,6,6,BUF_X2,max_cap,0,0
_09607_,1,6,49,Sink,_29127_/B2,199.951,32.3335,1.8578e-10,-1,1.62303e-15,-1,-1,0,-1,55,10,48,0,5,-1,-1,0,0
_09607_,1,6,50,Sink,_29179_/B1,198.794,32.014,1.8578e-10,-1,1.647e-15,-1,-1,0,-1,55,10,48,0,5,-1,-1,0,0
_09607_,1,6,51,Sink,_29182_/B2,197.902,31.4325,1.8578e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,48,0,5,-1,-1,0,0
_09607_,1,6,52,Sink,_29186_/A,194.776,31.3785,1.8578e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,48,0,5,-1,-1,0,0
_09607_,1,6,53,Sink,_29188_/A1,194.932,31.395,1.8578e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,48,0,5,-1,-1,0,0
_09607_,1,6,54,Buffer,max_cap898/A,199.951,32.3335,1.8578e-10,-1,1.77921e-15,9.97831e-15,1.21155e-13,6,1166.29,55,10,48,6,5,BUF_X2,max_cap,0,0
_09607_,1,7,55,Sink,_29130_/B1,201.706,33.939,2.71078e-10,-1,1.647e-15,-1,-1,0,-1,55,10,54,0,4,-1,-1,0,0
_09607_,1,7,56,Sink,_29134_/B2,202.171,34.288,2.71078e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,54,0,4,-1,-1,0,0
_09607_,1,7,57,Sink,_29140_/A1,200.969,36.042,2.71078e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,54,0,4,-1,-1,0,0
_09607_,1,7,58,Sink,_29152_/B1,201.576,35.4065,2.71078e-10,-1,1.647e-15,-1,-1,0,-1,55,10,54,0,4,-1,-1,0,0
_09607_,1,7,59,Sink,_29156_/B2,199.921,34.627,2.71078e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,54,0,4,-1,-1,0,0
_09607_,1,7,60,Buffer,max_cap897/A,199.921,34.421,2.71078e-10,-1,1.77921e-15,8.96078e-15,1.21155e-13,5,1166.29,55,10,54,5,4,BUF_X2,max_cap,10331,0
_09607_,1,8,61,Sink,_29149_/B2,196.82,35.974,1.85409e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,60,0,3,-1,-1,0,0
_09607_,1,8,62,Sink,_29165_/B1,198.085,34.9025,1.85409e-10,-1,1.647e-15,-1,-1,0,-1,55,10,60,0,3,-1,-1,0,0
_09607_,1,8,63,Sink,_29169_/B2,196.684,36.394,1.85409e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,60,0,3,-1,-1,0,0
_09607_,1,8,64,Sink,_29172_/B1,199.092,34.421,1.85409e-10,-1,1.647e-15,-1,-1,0,-1,55,10,60,0,3,-1,-1,0,0
_09607_,1,8,65,Sink,_29177_/B2,197.333,33.6785,1.85409e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,60,0,3,-1,-1,0,0
_08651_,2,0,0,Driver,_27614_/ZN,201.913,100.925,-1,1.83936e-10,-1,1.07102e-13,2.67029e-14,46,4918.14,92,1,None,46,1,-1,-1,3728,240900
_08651_,2,1,1,Sink,_27617_/A3,206.339,89.42,1.83936e-10,-1,9.24115e-16,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,2,Sink,_27619_/A3,205.794,88.893,1.83936e-10,-1,1.6163e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,3,Sink,_27629_/B1,205.208,89.969,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,4,Sink,_27644_/B1,207.829,92.3925,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,5,Sink,_27654_/B1,214.318,93.797,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,6,Sink,_27659_/B1,212.346,94.275,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,7,Sink,_27670_/A2,217.333,95.1895,1.83936e-10,-1,1.58424e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,8,Sink,_27676_/B1,216.163,95.589,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,9,Sink,_27687_/A2,219.236,98.9935,1.83936e-10,-1,1.58424e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,10,Sink,_27692_/B1,216.788,99.577,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,11,Sink,_27701_/B1,218.419,103.422,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,12,Sink,_27711_/B1,216.896,102.991,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,13,Sink,_27717_/B1,217.277,104.565,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,14,Sink,_27723_/B1,214.365,104.989,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,15,Sink,_27730_/B1,216.947,106.148,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,16,Sink,_27737_/B1,214.639,105.296,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,17,Sink,_27744_/B1,216.706,104.835,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,18,Sink,_27751_/B1,214.979,104.06,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,19,Sink,_27763_/B1,210.421,102.392,1.83936e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,20,Sink,_27782_/A1,182.283,86.441,1.83936e-10,-1,8.79747e-16,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,21,Sink,_30643_/S,181.801,88.407,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,22,Sink,_30644_/S,179.727,87.1555,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,23,Sink,_30645_/S,193.171,89.142,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,24,Sink,_30646_/S,200.26,89.075,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,25,Sink,_30647_/S,202.135,88.639,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,26,Sink,_30649_/S,195.355,90.4495,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,27,Sink,_30650_/S,198.924,93.728,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,28,Sink,_30651_/S,206.717,93.6635,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,29,Sink,_30652_/S,189.781,94.5035,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,30,Sink,_30653_/S,209.485,94.8675,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,31,Sink,_30655_/S,209.061,95.338,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,32,Sink,_30656_/S,210.043,97.779,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,33,Sink,_30657_/S,209.568,98.9695,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,34,Sink,_30658_/S,209.634,100.574,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,35,Sink,_30659_/S,200.161,101.374,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,36,Sink,_30661_/S,209.097,101.638,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,37,Sink,_30662_/S,203.335,103.263,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,38,Sink,_30663_/S,209.402,105.488,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,39,Sink,_30664_/S,191.288,102.721,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,40,Sink,_30665_/S,208.839,104.173,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,41,Sink,_30667_/S,208.093,102.891,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,42,Sink,_30668_/S,187.643,101.413,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,43,Sink,_30673_/S,173.762,83.843,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,44,Sink,_30674_/S,175.613,85.8165,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,45,Sink,_30675_/S,181.605,87.7365,1.83936e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,2,1,46,Buffer,max_cap905/A,173.762,85.707,1.83936e-10,-1,1.24108e-14,1.05303e-13,9.65576e-13,47,147.758,92,1,0,47,1,BUF_X16,max_cap,3728,0
_08651_,2,2,47,Sink,_30207_/A1,122.441,73.2,8.82823e-10,-1,1.59029e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,48,Sink,_30208_/B1,124.667,78.5065,8.82823e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,49,Sink,_30223_/S,137.542,79.216,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,50,Sink,_30225_/S,129.368,90.0335,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,51,Sink,_30236_/S,139.331,84.331,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,52,Sink,_30255_/S,123.335,79.7975,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,53,Sink,_30267_/S,117.988,83.2375,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,54,Sink,_30284_/S,145.687,104.318,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,55,Sink,_30298_/S,146.036,102.077,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,56,Sink,_30306_/S,146.345,105.491,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,57,Sink,_30328_/S,125.378,82.63,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,58,Sink,_30346_/S,128.02,85.5655,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,59,Sink,_30361_/S,127.196,91.883,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,60,Sink,_30386_/S,125.475,95.4065,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,61,Sink,_30388_/S,137.869,89.3625,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,62,Sink,_30407_/S,127.121,96.9895,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,63,Sink,_30423_/S,114.939,77.386,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,64,Sink,_30442_/S,115.975,76.9845,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,65,Sink,_30457_/S,127.994,100.013,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,66,Sink,_30475_/S,126.535,98.5565,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,67,Sink,_30547_/S,144.645,99.999,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,68,Sink,_30583_/S,139.955,92.6345,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,69,Sink,_30590_/S,141.837,92.6865,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,70,Sink,_30608_/S,127.225,91.9395,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,71,Sink,_30614_/B1,121.054,87.3075,8.82823e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,72,Sink,_30624_/B1,125.718,92.5825,8.82823e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,73,Sink,_30625_/S,130.355,75.993,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,74,Sink,_30627_/S,126.1,75.367,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,75,Sink,_30628_/S,122.081,77.4635,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,76,Sink,_30629_/S,130.329,77.5665,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,77,Sink,_30630_/S,129.982,81.803,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,78,Sink,_30631_/S,130.923,77.214,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,79,Sink,_30632_/S,128.396,78.2485,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,80,Sink,_30633_/S,130.277,76.786,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,81,Sink,_30634_/S,126.804,78.1725,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,82,Sink,_30635_/S,127.978,83.7485,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,83,Sink,_30636_/S,128.064,78.979,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,84,Sink,_30638_/S,129.29,73.996,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,85,Sink,_30639_/S,125.166,84.975,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,86,Sink,_30640_/S,127.795,81.1045,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,87,Sink,_30641_/S,121.344,79.3335,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,88,Sink,_30642_/S,123.803,81.046,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,89,Sink,_30666_/S,144.852,84.707,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,90,Sink,_30669_/S,151.012,87.4335,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,91,Sink,_30670_/S,148.167,87.6895,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,2,2,92,Sink,_30671_/S,152.479,87.0145,8.82823e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
