Net Name,Tree ID,Depth,Node ID,Node Type,Pin Name,X,Y,Input Slew,Output Slew,Input Cap,Output Cap,Max Output Cap,Fanout,Resistance,Sink Count,Buffer Count,Parent Node ID,#Children,Buffer Order,Buffer Type,Buffer Reason,wire_length,total_wirelength
_09607_,0,2,17,Buffer,max_cap489/A,175.536,36.6935,2.05119e-10,-1,1.77921e-15,1.08698e-14,1.21155e-13,7,1166.29,55,10,4,7,10,BUF_X2,max_cap,0,0
_09607_,0,3,18,Sink,_29041_/A1,190.335,35.561,1.84303e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,11,0,8,-1,-1,0,0
_09607_,0,3,19,Sink,_29047_/B1,192.055,35.1035,1.84303e-10,-1,1.647e-15,-1,-1,0,-1,55,10,11,0,8,-1,-1,0,0
_09607_,0,3,20,Sink,_29050_/B2,190.657,34.318,1.84303e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,11,0,8,-1,-1,0,0
_09607_,0,3,21,Sink,_29056_/A2,192.643,36.739,1.84303e-10,-1,9.41939e-16,-1,-1,0,-1,55,10,11,0,8,-1,-1,0,0
_09607_,0,3,22,Sink,_29058_/A2,192.658,37.256,1.84303e-10,-1,1.62122e-15,-1,-1,0,-1,55,10,11,0,8,-1,-1,0,0
_09607_,0,3,23,Buffer,max_cap494/A,192.658,37.256,1.84303e-10,-1,1.77921e-15,1.02093e-14,1.21155e-13,6,1166.29,55,10,11,6,8,BUF_X2,max_cap,0,0
_09607_,0,3,24,Buffer,max_cap495/A,192.643,35.1035,1.84303e-10,-1,1.77921e-15,7.00833e-15,1.21155e-13,4,1166.29,55,10,11,4,8,BUF_X2,max_cap,4335,0
_09607_,0,3,25,Sink,_28965_/A1,175.174,34.534,9.33269e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,3,26,Sink,_28974_/A,174.376,35.7095,9.33269e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,3,27,Sink,_28976_/A1,173.719,34.235,9.33269e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,3,28,Sink,_28981_/B1,175.188,35.4545,9.33269e-10,-1,1.647e-15,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,3,29,Sink,_28987_/B2,174.193,35.5405,9.33269e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,3,30,Sink,_28990_/B1,176.136,34.205,9.33269e-10,-1,1.647e-15,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,3,31,Sink,_28994_/B2,174.747,33.826,9.33269e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,17,0,1,-1,-1,0,0
_09607_,0,4,32,Sink,_29061_/B1,194.196,37.794,2.22637e-10,-1,1.647e-15,-1,-1,0,-1,55,10,23,0,6,-1,-1,0,0
_09607_,0,4,33,Sink,_29067_/B2,194.922,37.449,2.22637e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,23,0,6,-1,-1,0,0
_09607_,0,4,34,Sink,_29091_/B1,199.016,37.192,2.22637e-10,-1,1.647e-15,-1,-1,0,-1,55,10,23,0,6,-1,-1,0,0
_09607_,0,4,35,Sink,_29101_/A1,198.824,36.125,2.22637e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,23,0,6,-1,-1,0,0
_09607_,0,4,36,Buffer,max_cap492/A,199.016,37.192,2.22637e-10,-1,1.77921e-15,9.87516e-15,1.21155e-13,6,1166.29,55,10,23,6,6,BUF_X2,max_cap,0,0
_09607_,0,4,37,Buffer,max_cap493/A,198.235,37.449,2.22637e-10,-1,1.77921e-15,9.38116e-15,1.21155e-13,6,1166.29,55,10,23,6,6,BUF_X2,max_cap,4210,0
_09607_,0,4,38,Sink,_29070_/B1,195.061,35.0725,1.88719e-10,-1,1.647e-15,-1,-1,0,-1,55,10,24,0,7,-1,-1,0,0
_09607_,0,4,39,Sink,_29074_/B2,194.335,34.344,1.88719e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,24,0,7,-1,-1,0,0
_09607_,0,4,40,Sink,_29086_/B1,194.527,35.316,1.88719e-10,-1,1.647e-15,-1,-1,0,-1,55,10,24,0,7,-1,-1,0,0
_09607_,0,4,41,Sink,_29089_/B2,193.234,34.7515,1.88719e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,24,0,7,-1,-1,0,0
_09607_,0,5,42,Sink,_29096_/B2,200.111,37.382,2.71621e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,36,0,4,-1,-1,0,0
_09607_,0,5,43,Sink,_29099_/A,200.391,37.3985,2.71621e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,36,0,4,-1,-1,0,0
_09607_,0,5,44,Sink,_29108_/A2,201.015,36.35,2.71621e-10,-1,9.41939e-16,-1,-1,0,-1,55,10,36,0,4,-1,-1,0,0
_09607_,0,5,45,Sink,_29110_/A2,200.599,36.973,2.71621e-10,-1,1.62122e-15,-1,-1,0,-1,55,10,36,0,4,-1,-1,0,0
_09607_,0,5,46,Sink,_29114_/B1,203.253,37.834,2.71621e-10,-1,1.647e-15,-1,-1,0,-1,55,10,36,0,4,-1,-1,0,0
_09607_,0,5,47,Sink,_29120_/B2,204.017,38.2065,2.71621e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,36,0,4,-1,-1,0,0
_09607_,0,5,48,Sink,_29140_/A1,198.025,41.7935,1.84676e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,37,0,5,-1,-1,0,0
_09607_,0,5,49,Sink,_29149_/B2,196.299,43.653,1.84676e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,37,0,5,-1,-1,0,0
_09607_,0,5,50,Sink,_29165_/B1,198.115,41.0205,1.84676e-10,-1,1.647e-15,-1,-1,0,-1,55,10,37,0,5,-1,-1,0,0
_09607_,0,5,51,Sink,_29169_/B2,196.471,41.3475,1.84676e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,37,0,5,-1,-1,0,0
_09607_,0,5,52,Sink,_29188_/A1,198.235,38.374,1.84676e-10,-1,9.18145e-16,-1,-1,0,-1,55,10,37,0,5,-1,-1,0,0
_09607_,0,5,53,Buffer,max_cap491/A,198.235,39.49,1.84676e-10,-1,1.77921e-15,1.06547e-14,1.21155e-13,6,1166.29,55,10,37,6,5,BUF_X2,max_cap,13090,0
_09607_,0,6,54,Sink,_29123_/A,201.266,39.173,2.18779e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,53,0,3,-1,-1,0,0
_09607_,0,6,55,Sink,_29127_/B2,201.374,39.5025,2.18779e-10,-1,1.62303e-15,-1,-1,0,-1,55,10,53,0,3,-1,-1,0,0
_09607_,0,6,56,Sink,_29179_/B1,200.252,39.665,2.18779e-10,-1,1.647e-15,-1,-1,0,-1,55,10,53,0,3,-1,-1,0,0
_09607_,0,6,57,Sink,_29182_/B2,199.637,39.021,2.18779e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,53,0,3,-1,-1,0,0
_09607_,0,6,58,Sink,_29186_/A,198.656,39.49,2.18779e-10,-1,1.67072e-15,-1,-1,0,-1,55,10,53,0,3,-1,-1,0,0
_09607_,0,6,59,Buffer,max_cap490/A,200.768,39.665,2.18779e-10,-1,1.77921e-15,1.02564e-14,1.21155e-13,6,1166.29,55,10,53,6,3,BUF_X2,max_cap,2195,0
_09607_,0,7,60,Sink,_29130_/B1,202.548,40.516,1.86825e-10,-1,1.647e-15,-1,-1,0,-1,55,10,59,0,2,-1,-1,0,0
_09607_,0,7,61,Sink,_29134_/B2,202.943,40.4085,1.86825e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,59,0,2,-1,-1,0,0
_09607_,0,7,62,Sink,_29152_/B1,203.033,40.4865,1.86825e-10,-1,1.647e-15,-1,-1,0,-1,55,10,59,0,2,-1,-1,0,0
_09607_,0,7,63,Sink,_29156_/B2,202.904,40.102,1.86825e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,59,0,2,-1,-1,0,0
_09607_,0,7,64,Sink,_29172_/B1,201.536,40.3065,1.86825e-10,-1,1.647e-15,-1,-1,0,-1,55,10,59,0,2,-1,-1,0,0
_09607_,0,7,65,Sink,_29177_/B2,200.768,39.984,1.86825e-10,-1,1.67685e-15,-1,-1,0,-1,55,10,59,0,2,-1,-1,0,0
_08651_,1,0,0,Driver,_27614_/ZN,186.042,87.8525,-1,4.19362e-10,-1,1.93509e-13,2.67029e-14,46,4918.14,92,1,None,46,1,-1,-1,184925,186474
_08651_,1,1,1,Sink,_27617_/A3,210.018,90.9125,4.19362e-10,-1,9.24115e-16,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,2,Sink,_27619_/A3,208.951,90.648,4.19362e-10,-1,1.6163e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,3,Sink,_27629_/B1,210.263,91.001,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,4,Sink,_27644_/B1,209.833,92.5725,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,5,Sink,_27654_/B1,213.689,94.8345,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,6,Sink,_27659_/B1,209.945,95.1035,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,7,Sink,_27670_/A2,215.417,94.4225,4.19362e-10,-1,1.58424e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,8,Sink,_27676_/B1,213.26,94.8205,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,9,Sink,_27687_/A2,216.646,95.5625,4.19362e-10,-1,1.58424e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,10,Sink,_27692_/B1,213.332,96.283,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,11,Sink,_27701_/B1,213.561,97.4465,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,12,Sink,_27711_/B1,209.914,96.9965,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,13,Sink,_27717_/B1,210.653,96.3485,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,14,Sink,_27723_/B1,209.579,96.821,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,15,Sink,_27730_/B1,211.734,97.906,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,16,Sink,_27737_/B1,209.242,99.1065,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,17,Sink,_27744_/B1,212.537,98.365,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,18,Sink,_27751_/B1,212.257,97.855,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,19,Sink,_27763_/B1,208.32,97.4385,4.19362e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,20,Sink,_27782_/A1,198.008,89.7205,4.19362e-10,-1,8.79747e-16,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,21,Sink,_30643_/S,186.955,89.897,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,22,Sink,_30644_/S,187.996,90.045,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,23,Sink,_30645_/S,192.887,90.011,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,24,Sink,_30646_/S,197.055,90.546,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,25,Sink,_30647_/S,198.465,89.648,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,26,Sink,_30649_/S,195.336,90.931,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,27,Sink,_30650_/S,193.475,93.096,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,28,Sink,_30651_/S,197.105,93.5225,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,29,Sink,_30652_/S,190.584,93.6505,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,30,Sink,_30653_/S,199.935,93.694,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,31,Sink,_30655_/S,199.146,94.0885,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,32,Sink,_30656_/S,200.095,95.353,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,33,Sink,_30657_/S,198.517,95.047,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,34,Sink,_30658_/S,199.223,94.419,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,35,Sink,_30659_/S,195.147,96.2755,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,36,Sink,_30661_/S,198.348,94.6515,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,37,Sink,_30662_/S,195.934,94.933,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,38,Sink,_30663_/S,198.594,98.353,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,39,Sink,_30664_/S,191.505,99.041,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,40,Sink,_30665_/S,199.823,97.729,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,41,Sink,_30667_/S,199.23,98.006,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,42,Sink,_30668_/S,188.904,97.2805,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,43,Sink,_30672_/S,179.4,88.7275,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,44,Sink,_30674_/S,185.884,89.0555,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,45,Sink,_30675_/S,185.938,90.0265,4.19362e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,0,0,1,-1,-1,0,0
_08651_,1,1,46,Buffer,max_cap499/A,185.884,87.426,4.19362e-10,-1,2.67039e-14,1.06365e-13,1.9043e-12,47,76.7787,92,1,0,47,1,BUF_X32,max_cap,184925,0
_08651_,1,2,47,Sink,_30207_/A1,131.393,65.0185,8.70106e-10,-1,1.59029e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,48,Sink,_30208_/B1,137.234,75.5215,8.70106e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,49,Sink,_30223_/S,142.835,61.264,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,50,Sink,_30225_/S,134.182,75.527,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,51,Sink,_30236_/S,135.238,74.06,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,52,Sink,_30255_/S,129.594,72.154,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,53,Sink,_30267_/S,122.399,85.315,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,54,Sink,_30284_/S,140.564,86.111,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,55,Sink,_30298_/S,142.107,84.6625,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,56,Sink,_30306_/S,141.385,83.9725,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,57,Sink,_30328_/S,132.838,82.81,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,58,Sink,_30346_/S,132.643,77.6875,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,59,Sink,_30361_/S,134.848,90.167,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,60,Sink,_30386_/S,131.637,92.71,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,61,Sink,_30388_/S,136.913,74.341,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,62,Sink,_30407_/S,130.557,81.522,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,63,Sink,_30423_/S,121.3,72.8015,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,64,Sink,_30442_/S,122.117,81.957,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,65,Sink,_30457_/S,132.613,88.2185,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,66,Sink,_30475_/S,130.038,87.205,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,67,Sink,_30547_/S,137.035,75.4985,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,68,Sink,_30583_/S,137.882,76.1695,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,69,Sink,_30590_/S,138.842,76.9335,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,70,Sink,_30608_/S,129.932,78.324,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,71,Sink,_30614_/B1,122.469,89.7205,8.70106e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,72,Sink,_30624_/B1,131.196,83.8785,8.70106e-10,-1,1.66205e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,73,Sink,_30625_/S,138.727,68.9935,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,74,Sink,_30627_/S,131.581,65.501,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,75,Sink,_30628_/S,126.261,69.9955,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,76,Sink,_30629_/S,140.561,73.379,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,77,Sink,_30630_/S,140.169,74.395,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,78,Sink,_30631_/S,141.248,72.4895,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,79,Sink,_30632_/S,138.51,71.949,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,80,Sink,_30633_/S,134.861,67.9765,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,81,Sink,_30634_/S,133.283,67.9075,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,82,Sink,_30635_/S,135.089,69.746,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,83,Sink,_30636_/S,134.067,69.231,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,84,Sink,_30638_/S,135.225,67.9035,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,85,Sink,_30639_/S,136.222,70.017,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,86,Sink,_30640_/S,133.061,69.76,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,87,Sink,_30641_/S,124.877,71.8015,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,88,Sink,_30642_/S,128.344,70.9565,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,89,Sink,_30666_/S,159.06,76.106,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,90,Sink,_30669_/S,168.611,82.9335,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,91,Sink,_30670_/S,171.713,84.3725,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,92,Sink,_30671_/S,172.46,85.7255,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_08651_,1,2,93,Sink,_30673_/S,181.991,85.679,8.70106e-10,-1,1.91994e-15,-1,-1,0,-1,92,1,46,0,1,-1,-1,0,0
_03505_,2,0,0,Driver,_20496_/ZN,182.832,135.725,-1,2.66735e-10,-1,1.65244e-14,1.14822e-14,4,11506.7,6,2,None,4,2,-1,-1,121853,91646
_03505_,2,1,1,Sink,_22674_/B,181.318,158.542,2.66735e-10,-1,1.73508e-15,-1,-1,0,-1,6,2,0,0,2,-1,-1,0,0
_03505_,2,1,2,Sink,_27115_/B1,187.658,157.891,2.66735e-10,-1,1.66205e-15,-1,-1,0,-1,6,2,0,0,2,-1,-1,0,0
_03505_,2,1,3,Sink,_27116_/A2,185.218,158.471,2.66735e-10,-1,1.65135e-15,-1,-1,0,-1,6,2,0,0,2,-1,-1,0,0
_03505_,2,1,4,Buffer,max_cap501/A,182.832,135.725,2.66735e-10,-1,1.77921e-15,8.92713e-15,1.21155e-13,3,1166.29,6,2,0,3,2,BUF_X2,max_cap,59478,0
_03505_,2,2,5,Sink,_22926_/A,174.865,117.045,1.88801e-10,-1,9.4642e-16,-1,-1,0,-1,6,2,4,0,2,-1,-1,0,0
