Net Name,Tree ID,Depth,Node ID,Node Type,Pin Name,X,Y,Input Slew,Output Slew,Input Cap,Output Cap,Max Output Cap,Fanout,Resistance,Sink Count,Buffer Count,Parent Node ID,#Children,Buffer Order,Buffer Type,Buffer Reason,wire_length,total_wirelength
_10028_,26,2,41,Sink,_29646_/B1,188.725,77.9155,5.4604e-10,-1,1.58401e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,42,Sink,_29827_/A1,166.567,75.4345,5.4604e-10,-1,1.59029e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,43,Sink,_29846_/A2,188.243,78.88,5.4604e-10,-1,6.20185e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,44,Sink,_29847_/A2,177.499,78.331,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,45,Sink,_29858_/A2,175.139,79.206,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,46,Sink,_29867_/A2,177.518,79.3555,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,47,Sink,_29876_/A2,185.194,80.837,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,48,Sink,_29885_/A2,187.235,78.979,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,49,Sink,_29894_/A2,178.524,78.6535,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,50,Sink,_29904_/A2,179.422,79.144,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,51,Sink,_29911_/A2,181.448,81.3515,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,52,Sink,_29927_/A2,186.145,79.7365,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,53,Sink,_29939_/A2,185.079,79.4205,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,54,Sink,_29947_/A2,184.406,81.436,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,55,Sink,_29953_/A2,181.45,80.0195,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,56,Sink,_29961_/A2,182.762,79.788,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,57,Sink,_29969_/A2,180.868,81.4045,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,58,Sink,_29975_/A2,183.318,79.314,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,59,Sink,_29990_/A2,183.223,81.6385,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,60,Sink,_29997_/A2,178.67,85.7415,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,61,Sink,_30005_/A2,184.183,82.36,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,62,Sink,_30012_/A2,166.578,76.193,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,63,Sink,_30019_/A2,185.352,80.5975,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,64,Sink,_30025_/A2,178.158,81.576,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,65,Sink,_30039_/A2,170.544,74.808,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,66,Sink,_30047_/A2,168.76,74.15,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,67,Sink,_30055_/A2,171.93,80.3335,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,68,Sink,_30071_/A2,175.372,76.201,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_10028_,26,2,69,Sink,_30079_/A2,181.365,78.482,5.4604e-10,-1,1.58424e-15,-1,-1,0,-1,68,1,14,0,1,-1,-1,0,0
_04044_,27,0,0,Driver,_21256_/ZN,170.617,93.455,-1,2.78338e-10,-1,1.46244e-13,5.21088e-14,41,2518.19,69,1,None,41,1,-1,-1,60561,158554
_04044_,27,1,1,Sink,_21281_/B1,177.398,64.871,2.78338e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,2,Sink,_27187_/A2,209.603,93.847,2.78338e-10,-1,1.65135e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,3,Sink,_27226_/A1,194.305,79.879,2.78338e-10,-1,9.18145e-16,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,4,Sink,_27229_/A2,201.906,94.4335,2.78338e-10,-1,3.34692e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,5,Sink,_27232_/A1,186.24,84.971,2.78338e-10,-1,9.18145e-16,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,6,Sink,_27343_/A,202.293,94.2945,2.78338e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,7,Sink,_27366_/A,205.278,90.7785,2.78338e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,8,Sink,_27464_/A,202.443,95.7,2.78338e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,9,Sink,_27496_/A,204.391,92.6945,2.78338e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,10,Sink,_27595_/B2,197.792,87.5105,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,11,Sink,_27603_/B2,197.1,88.532,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,12,Sink,_27605_/A2,194.445,87.7675,2.78338e-10,-1,1.65135e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,13,Sink,_27619_/A2,195.877,88.224,2.78338e-10,-1,1.66384e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,14,Sink,_27621_/B2,198.876,88.729,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,15,Sink,_27629_/B2,197.268,88.5105,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,16,Sink,_27638_/B2,201.263,90.203,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,17,Sink,_27644_/B2,197.601,89.1725,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,18,Sink,_27654_/B2,201.727,91.8515,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,19,Sink,_27659_/B2,199.048,92.0705,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,20,Sink,_27670_/A1,203.141,91.317,2.78338e-10,-1,1.67104e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,21,Sink,_27676_/B2,200.654,91.942,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,22,Sink,_27682_/B2,177.996,78.753,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,23,Sink,_27687_/A1,205.159,91.912,2.78338e-10,-1,1.67104e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,24,Sink,_27692_/B2,201.545,92.048,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,25,Sink,_27701_/B2,203.806,91.1325,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,26,Sink,_27711_/B2,199.438,90.732,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,27,Sink,_27717_/B2,201.169,90.5065,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,28,Sink,_27723_/B2,201.257,91.278,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,29,Sink,_27730_/B2,202.23,91.896,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,30,Sink,_27737_/B2,200.152,93.63,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,31,Sink,_27744_/B2,202.717,92.062,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,32,Sink,_27751_/B2,202.369,91.646,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,33,Sink,_27763_/B2,198.804,91.8925,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,34,Sink,_27779_/B2,192.793,87.464,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,35,Sink,_27781_/A2,189.43,86.4645,2.78338e-10,-1,1.65135e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,36,Sink,_27786_/B2,195.669,87.3735,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,37,Sink,_30822_/B2,150.89,48.4175,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,38,Sink,_30823_/B1,154.865,53.567,2.78338e-10,-1,1.647e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,39,Sink,_30834_/A1,148.005,50.314,2.78338e-10,-1,1.76357e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,40,Sink,_30844_/B2,164.133,82.4835,2.78338e-10,-1,1.57189e-15,-1,-1,0,-1,69,1,0,0,1,-1,-1,0,0
_04044_,27,1,41,Buffer,max_cap175/A,199.438,88.729,2.78338e-10,-1,1.24108e-14,9.8818e-14,9.65576e-13,29,147.758,69,1,0,29,1,BUF_X16,max_cap,60561,0
_04044_,27,2,42,Sink,_21262_/B1,206.213,85.3685,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,43,Sink,_21279_/S,204.537,83.495,2.98476e-10,-1,2.624e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,44,Sink,_27195_/A,203.928,88.1145,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,45,Sink,_27197_/B1,212.031,90.289,2.98476e-10,-1,6.35155e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,46,Sink,_27217_/S,207.679,85.8125,2.98476e-10,-1,1.91994e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,47,Sink,_27248_/A,208.266,88.776,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,48,Sink,_27250_/B1,213.899,90.628,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,49,Sink,_27266_/A,215.007,86.7275,2.98476e-10,-1,1.67072e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,50,Sink,_27294_/A,217.562,88.11,2.98476e-10,-1,1.67072e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,51,Sink,_27310_/B1,214.622,95.0235,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,52,Sink,_27316_/A3,212.342,101.384,2.98476e-10,-1,3.5589e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,53,Sink,_27324_/A,214.243,86.1645,2.98476e-10,-1,1.67072e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,54,Sink,_27334_/A,213.928,90.3595,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,55,Sink,_27353_/A,213.292,90.9955,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,56,Sink,_27355_/B1,215.674,95.751,2.98476e-10,-1,6.35155e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,57,Sink,_27368_/B1,215.313,99.135,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,58,Sink,_27391_/B1,214.363,99.728,2.98476e-10,-1,1.66205e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,59,Sink,_27401_/A,213.25,90.048,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,60,Sink,_27403_/B1,216.239,97.663,2.98476e-10,-1,6.35155e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,61,Sink,_27429_/A,210.268,88.369,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,62,Sink,_27431_/B1,215.341,98.1655,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,63,Sink,_27452_/A,211.024,88.205,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,64,Sink,_27454_/B1,215.652,97.868,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,65,Sink,_27466_/B1,214.16,100.654,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,66,Sink,_27479_/A,215.023,90.982,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,67,Sink,_27486_/A,214.281,90.9925,2.98476e-10,-1,3.53638e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,68,Sink,_27488_/B1,217.471,95.012,2.98476e-10,-1,3.10079e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,69,Sink,_27498_/B1,215.874,94.7685,2.98476e-10,-1,1.66205e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_04044_,27,2,70,Sink,_27512_/S,208.171,86.173,2.98476e-10,-1,1.91994e-15,-1,-1,0,-1,69,1,41,0,1,-1,-1,0,0
_03997_,28,0,0,Driver,_21209_/ZN,172.454,94.509,-1,1.90736e-10,-1,1.02432e-13,5.06592e-14,32,2594.9,61,1,None,32,1,-1,-1,19545,141767
_03997_,28,1,1,Sink,_21221_/A1,197.18,85.0655,1.90736e-10,-1,3.29331e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,2,Sink,_21909_/A,153.257,54.2205,1.90736e-10,-1,3.53638e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,3,Sink,_27199_/A2,204.975,97.342,1.90736e-10,-1,6.68337e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,4,Sink,_27575_/A2,151.942,61.166,1.90736e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,5,Sink,_27578_/A2,146.128,55.794,1.90736e-10,-1,1.62122e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,6,Sink,_27580_/A1,153.747,62.193,1.90736e-10,-1,3.22823e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,7,Sink,_27633_/A,195.79,87.822,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,8,Sink,_27646_/A,197.186,89.2515,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,9,Sink,_27651_/A,198.856,90.335,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,10,Sink,_27663_/A,198.93,91.3815,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,11,Sink,_27668_/A,201.122,90.3635,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,12,Sink,_27678_/A,199.775,91.1085,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,13,Sink,_27695_/A1,200.577,91.427,1.90736e-10,-1,1.59903e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,14,Sink,_27713_/A,199.569,90.4965,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,15,Sink,_27719_/A,200.363,90.43,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,16,Sink,_27725_/A,201.115,91.1745,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,17,Sink,_27733_/A,200.746,91.8125,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,18,Sink,_27739_/A,200.13,92.588,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,19,Sink,_27747_/A,201.792,91.392,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,20,Sink,_27753_/A,200.688,91.4625,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,21,Sink,_27755_/A1,187.367,80.6605,1.90736e-10,-1,1.71447e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,22,Sink,_27758_/B2,180.809,80.426,1.90736e-10,-1,1.67685e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,23,Sink,_27761_/A,197.911,91.136,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,24,Sink,_27767_/B2,190.543,84.524,1.90736e-10,-1,1.67685e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,25,Sink,_27768_/A1,189.417,83.979,1.90736e-10,-1,1.71447e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,26,Sink,_27771_/B2,183.077,83.0135,1.90736e-10,-1,1.67685e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,27,Sink,_27774_/B2,187.529,92.477,1.90736e-10,-1,1.62303e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,28,Sink,_27777_/B2,191.08,85.7035,1.90736e-10,-1,1.67685e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,29,Sink,_27789_/B2,193.991,90.7675,1.90736e-10,-1,1.67685e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,30,Sink,_30829_/A,148.49,53.252,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,31,Sink,_30832_/A,147.406,52.39,1.90736e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,0,0,1,-1,-1,0,0
_03997_,28,1,32,Buffer,max_cap176/A,201.37,91.1745,1.90736e-10,-1,1.24108e-14,9.32541e-14,9.65576e-13,30,147.758,61,1,0,30,1,BUF_X16,max_cap,19545,0
_03997_,28,2,33,Sink,_27202_/A,209.266,87.5305,2.77379e-10,-1,3.13641e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,34,Sink,_27205_/A2,207.094,90.7955,2.77379e-10,-1,3.47748e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,35,Sink,_27210_/B1,206.627,88.758,2.77379e-10,-1,6.40188e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,36,Sink,_27228_/C2,208.671,90.167,2.77379e-10,-1,3.5015e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,37,Sink,_27238_/A1,206.742,85.87,2.77379e-10,-1,5.95497e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,38,Sink,_27254_/C2,209.251,90.0105,2.77379e-10,-1,3.5015e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,39,Sink,_27265_/A2,211.908,92.42,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,40,Sink,_27272_/A1,211.815,92.4555,2.77379e-10,-1,1.68751e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,41,Sink,_27280_/A,212.15,88.265,2.77379e-10,-1,6.13925e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,42,Sink,_27281_/A2,213.257,92.521,2.77379e-10,-1,6.78093e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,43,Sink,_27284_/A2,212.945,92.7055,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,44,Sink,_27289_/A1,209.111,90.217,2.77379e-10,-1,1.68751e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,45,Sink,_27292_/A2,216.594,94.046,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,46,Sink,_27326_/A2,212.711,92.974,2.77379e-10,-1,6.78093e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,47,Sink,_27335_/A2,216.234,97.3665,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,48,Sink,_27344_/A2,215.803,98.2665,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,49,Sink,_27374_/A2,213.667,96.151,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,50,Sink,_27379_/A1,211.534,91.207,2.77379e-10,-1,1.76357e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,51,Sink,_27383_/A1,212.12,91.365,2.77379e-10,-1,3.37494e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,52,Sink,_27388_/A1,206.383,83.275,2.77379e-10,-1,3.36519e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,53,Sink,_27413_/A,210.913,88.102,2.77379e-10,-1,3.13641e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,54,Sink,_27416_/A2,208.876,94.113,2.77379e-10,-1,3.47748e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,55,Sink,_27441_/A2,217.887,98.549,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,56,Sink,_27474_/A2,216.597,94.8085,2.77379e-10,-1,1.6642e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,57,Sink,_27481_/A1,216.614,94.8735,2.77379e-10,-1,1.68751e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,58,Sink,_27504_/B1,208.191,87.5865,2.77379e-10,-1,3.12976e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,59,Sink,_27522_/B1,208.286,90.8155,2.77379e-10,-1,1.647e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,60,Sink,_27526_/B2,208.837,91.0065,2.77379e-10,-1,1.67685e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,61,Sink,_27686_/A,201.37,90.785,2.77379e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_03997_,28,2,62,Sink,_27703_/A,201.74,90.58,2.77379e-10,-1,1.67072e-15,-1,-1,0,-1,61,1,32,0,1,-1,-1,0,0
_16313_,29,0,0,Driver,_31231_/CO,156.367,98.9495,-1,2.77996e-10,-1,8.34008e-14,6.05774e-14,7,2332.64,33,3,None,7,3,-1,-1,46805,83649
_16313_,29,1,1,Sink,_22548_/B2,175.309,87.192,2.77996e-10,-1,6.50043e-15,-1,-1,0,-1,33,3,0,0,3,-1,-1,0,0
_16313_,29,1,2,Sink,_22552_/A1,173.768,87.239,2.77996e-10,-1,3.29331e-15,-1,-1,0,-1,33,3,0,0,3,-1,-1,0,0
_16313_,29,1,3,Sink,_28162_/B2,168.296,91.4145,2.77996e-10,-1,6.48166e-15,-1,-1,0,-1,33,3,0,0,3,-1,-1,0,0
_16313_,29,1,4,Sink,_28325_/B2,165.325,95.0085,2.77996e-10,-1,6.48166e-15,-1,-1,0,-1,33,3,0,0,3,-1,-1,0,0
_16313_,29,1,5,Sink,_28478_/B2,171.876,90.3165,2.77996e-10,-1,6.50043e-15,-1,-1,0,-1,33,3,0,0,3,-1,-1,0,0
